Date,open,high,low,close,volume,C-O,BuySignal
14-07-20,116.4,120.8,115.49,120.45,2583212,4.05,1
15-07-20,121.96,122.97,120.25,121.83,2038144,-0.13,0
16-07-20,119.23,121.7,118.53,121.13,1534740,1.9,1
17-07-20,122.67,122.82,120.66,122.71,2173176,0.04,0
20-07-20,121.89,124.01,120.41,123.56,1725620,1.67,0
21-07-20,125,126.12,122.95,123.49,2286285,-1.51,0
22-07-20,122.97,124.19,120.89,121.36,2333631,-1.61,0
23-07-20,121.58,121.6699,117.31,119.18,2605380,-2.4,0
24-07-20,116.86,118.04,114.38,115.75,3147650,-1.11,0
27-07-20,117.05,120.38,116.29,120.24,2978551,3.19,0
28-07-20,116.5681,119,115,115.24,6709086,-1.3281,1
29-07-20,115.75,119.75,115.75,119.09,2861593,3.34,0
30-07-20,116.89,117.87,115.66,117.22,3058038,0.33,1
31-07-20,118.36,118.63,114.77,117.53,3344893,-0.83,0
03-08-20,118.41,119.75,117.8852,119.15,1606232,0.74,1
04-08-20,119.47,121.555,119.29,120.91,2327790,1.44,0
05-08-20,118.18,120.05,117.25,119.86,2182880,1.68,1
06-08-20,119.57,122.58,119.05,122.45,2338055,2.88,0
07-08-20,121.89,122.67,119.4,120.71,1842737,-1.18,0
10-08-20,120.52,121.84,119.69,121.39,1224424,0.87,0
11-08-20,122.18,124.48,121.15,121.33,1764294,-0.85,1
12-08-20,122.14,125.41,121.86,124.91,1735528,2.77,0
13-08-20,124.3,124.5599,122.52,122.74,1096809,-1.56,1
14-08-20,122.36,123.66,122.18,123.04,739346,0.68,0
17-08-20,124.44,125.02,123.73,124.8,1142612,0.36,0
18-08-20,125.94,126.2,122.89,124.38,2000757,-1.56,0
19-08-20,125.1,125.56,123.12,123.75,1560994,-1.35,0
20-08-20,122.07,122.76,120.61,121.45,1112967,-0.62,1
21-08-20,120.93,121.5,119.8,121.5,1375995,0.57,0
24-08-20,122.7,123.85,122.16,123.78,1042481,1.08,1
25-08-20,125.92,127.8,124.92,127.31,2054998,1.39,1
26-08-20,127.2,128.422,126.1137,127.53,1422861,0.33,0
27-08-20,128.14,128.35,125.44,126.05,1376391,-2.09,1
28-08-20,125.93,127.45,125.26,127.23,1736638,1.3,0
31-08-20,126.96,127.71,124.85,125.76,2257594,-1.2,1
01-09-20,126,129.02,125.95,128.2,2090576,2.2,1
02-09-20,129.68,132.945,128.7,132.1,1541448,2.42,0
03-09-20,130.99,130.99,125.05,126.1,2010064,-4.89,1
04-09-20,126.37,127.08,122.32,126.33,1607662,-0.04,0
08-09-20,121.02,122.65,119.21,119.72,2541781,-1.3,1
09-09-20,122.17,125.63,121.395,124.24,2269290,2.07,0
10-09-20,125.2,127.77,122.55,123.1,1487822,-2.1,1
11-09-20,124.47,126.65,123.155,124.75,1397478,0.28,0
14-09-20,126.17,127.62,124.48,125.7,1538829,-0.47,1
15-09-20,127.39,128.8,126.82,127.41,1601386,0.02,1
16-09-20,129,131.31,128.36,128.59,2053261,-0.41,0
17-09-20,123.62,128.14,122.86,127.76,2066306,4.14,0
18-09-20,128.68,128.99,123.39,126.09,4200604,-2.59,0
21-09-20,122.95,123.51,119.28,121.35,2024521,-1.6,1
22-09-20,122.79,123.48,120.69,122.63,1606958,-0.16,0
23-09-20,123.17,124,119.43,119.94,1595706,-3.23,0
24-09-20,118.64,121.22,118.15,119.16,1810500,0.52,1
25-09-20,118.56,120.17,117.25,119.83,2039641,1.27,0
28-09-20,122.46,124.17,121.905,124,2143414,1.54,0
29-09-20,126.1,126.14,123.16,123.29,1626650,-2.81,1
30-09-20,123.87,126.77,123.22,124.81,2005227,0.94,1
01-10-20,129.63,132.18,128,130.99,3429335,1.36,0
02-10-20,127.17,130.48,126.64,127.39,2130571,0.22,0
05-10-20,129.48,132.07,129,132,2269271,2.52,0
06-10-20,131.7,135.01,130.39,130.9,2187538,-0.8,1
07-10-20,133.33,134.91,133.005,133.6,1838974,0.27,1
08-10-20,135.07,135.92,134.13,134.83,2208206,-0.24,1
09-10-20,142.4807,145.15,138.8,141.53,5037614,-0.9507,0
12-10-20,143,143.25,140.41,142.08,2861315,-0.92,0
13-10-20,141,141.99,136.58,136.84,2605447,-4.16,1
14-10-20,136.8,138.1,135.835,137.11,2318114,0.31,0
15-10-20,134.59,137.59,133.69,136.87,1556938,2.28,1
16-10-20,139.33,139.67,136.96,137.23,1300903,-2.1,0
19-10-20,137.63,138.85,135.53,136.33,1606896,-1.3,0
20-10-20,137.67,137.8,134.89,135.21,1353879,-2.46,1
21-10-20,137.93,138.12,135.27,135.86,1681879,-2.07,0
22-10-20,136.06,136.43,133.32,134.89,1514326,-1.17,1
23-10-20,135.51,137.75,134.3601,137.18,1439669,1.67,0
26-10-20,135.19,136.1,132.71,134.89,2856133,-0.3,0
27-10-20,136.38,136.57,131.65,133.23,2530490,-3.15,0
28-10-20,130.065,130.91,126.8,129.77,3015698,-0.295,1
29-10-20,128.7858,137.5142,128.7858,136.17,2721746,7.3842,0
30-10-20,133.52,135.79,132.98,135.12,2286285,1.6,0
02-11-20,137.09,138.335,136.015,137.31,1903499,0.22,1
03-11-20,137.65,141.49,137,138.88,1747443,1.23,1
04-11-20,141.05,141.49,136.7,139.38,2354748,-1.67,1
05-11-20,142,145.24,141.08,144.38,2242444,2.38,1
06-11-20,144.28,147.47,143.615,146.72,2748176,2.44,0
09-11-20,149.74,152.48,144.55,144.86,3523968,-4.88,0
10-11-20,142.78,144.49,139.94,140.24,2172299,-2.54,1
11-11-20,143.31,145.94,142.7,145.07,1659792,1.76,0
12-11-20,146,146.59,143.63,144.3,1431866,-1.7,1
13-11-20,146.01,147.58,145.66,146.49,1084984,0.48,0
16-11-20,149.39,151.22,148.3,149.99,1888311,0.6,0
17-11-20,150.75,151.55,147.92,149.39,1798108,-1.36,0
18-11-20,149.49,150.61,147.82,148.15,1218392,-1.34,1
19-11-20,148,151.83,147.07,151.35,1765687,3.35,0
20-11-20,151.93,153.03,150.55,150.57,1533167,-1.36,0
23-11-20,152.52,156.35,151.28,155.91,2137117,3.39,1
24-11-20,158.37,158.62,154.74,158.47,2311156,0.1,0
25-11-20,159,159.28,156.655,157.67,1700284,-1.33,0
27-11-20,158.45,161.84,158.17,158.94,1038581,0.49,0
30-11-20,159,160.92,156.85,158.42,2267996,-0.58,1
01-12-20,160.4,161.77,158.65,159.08,1932789,-1.32,1
02-12-20,159.09,160.83,157.47,160.54,1144955,1.45,0
03-12-20,161.1131,162.15,158.75,158.79,1576760,-2.3231,1
04-12-20,159.62,164.17,159.09,163.99,2248990,4.37,0
07-12-20,165.61,167.27,164.3,165.09,2213450,-0.52,1
08-12-20,164.92,167.11,163.81,166.37,1329330,1.45,0
09-12-20,163.96,164.91,155.885,157.32,3678858,-6.64,1
10-12-20,156.5,160.36,156.5,158.27,3002427,1.77,0
11-12-20,157.5,158.7,154.57,157.1,1442657,-0.4,0
14-12-20,159.67,159.74,155.52,158.46,2075264,-1.21,1
15-12-20,157.26,160.69,156.05,160.06,2499500,2.8,0
16-12-20,161.14,161.2,156.61,157.28,2195242,-3.86,1
17-12-20,158.48,158.8,156.36,158.06,1686710,-0.42,0
18-12-20,158.07,158.92,154.68,155.51,4232008,-2.56,0
21-12-20,153.18,157.25,152.93,157.03,1529461,3.85,0
22-12-20,157.13,159.6,155.76,156.38,1489891,-0.75,1
23-12-20,157.94,158.63,156.81,156.86,1571319,-1.08,1
24-12-20,157.72,157.93,156.515,157.33,480480,-0.39,0
28-12-20,159.5,161.8,157.91,158.17,1036752,-1.33,0
29-12-20,158.8,159.525,154.75,155.91,1043352,-2.89,1
30-12-20,157.5,159.74,156.71,159.39,888929,1.89,0
31-12-20,159.86,160.23,158.61,159.01,839304,-0.85,0
04-01-21,160.33,165.84,158.615,162.04,2931612,1.71,1
05-01-21,161.53,165.965,161.12,165.67,1980562,4.14,1
06-01-21,164.61,171.8,164.61,168.72,2686489,4.11,1
07-01-21,172.09,176.5,171.93,174.99,2485549,2.9,1
08-01-21,181.375,182.55,171.5,175.03,2827979,-6.345,0
11-01-21,174.39,176.46,171.93,173.21,3001045,-1.18,1
12-01-21,174.29,179,173.23,176.08,3110866,1.79,1
13-01-21,177.99,177.99,176.18,177.42,1750309,-0.57,1
14-01-21,178.62,181.09,178.62,180,2617678,1.38,0
15-01-21,179.64,179.84,168.451,172.22,3598873,-7.42,0
19-01-21,177.31,178.5,174.54,175,2522440,-2.31,0
20-01-21,178.86,180.305,173.71,174.49,2590775,-4.37,0
21-01-21,176.64,176.75,171.73,173.62,2187707,-3.02,0
22-01-21,172.57,175.17,171.915,172.3,1974237,-0.27,0
25-01-21,176.69,176.75,171.03,174.42,2006144,-2.27,0
26-01-21,174.42,174.46,168.66,168.75,2231333,-5.67,0
27-01-21,162.72,164.43,156.02,160.56,3714458,-2.16,1
28-01-21,166.525,166.8,162.38,164.33,2484770,-2.195,0
29-01-21,164.15,167.545,159.805,160.47,3535396,-3.68,0
01-02-21,166.44,172.44,166.0951,171.53,4953011,5.09,1
02-02-21,180,183,170.7,177.21,6618152,-2.79,0
03-02-21,179.99,181.74,173.11,174.1,3272585,-5.89,1
04-02-21,175.89,181.45,175.15,181.45,2703071,5.56,1
05-02-21,182.95,184.13,181.06,181.99,3031417,-0.96,0
08-02-21,184.7,188.15,184,188.12,2333011,3.42,0
09-02-21,187.35,188.4,184.47,188.04,1698894,0.69,0
10-02-21,191.61,191.925,183.39,187.9,2837319,-3.71,1
11-02-21,188.4,194.7566,188.4,194,2611688,5.6,1
12-02-21,193.17,195.89,190.856,194.39,1671733,1.22,0
16-02-21,199.46,200.19,193.685,195.43,2177964,-4.03,0
17-02-21,192.575,194.9394,187.91,189.69,2384731,-2.885,0
18-02-21,187.5,188.95,183.05,185.88,2774932,-1.62,1
19-02-21,189.41,192.755,188.49,191.59,2193910,2.18,0
22-02-21,190.8,192.4,184.97,185.61,2402581,-5.19,0
23-02-21,183.87,183.87,175.33,181.08,5191278,-2.79,1
24-02-21,178,186.82,176.93,186.21,3161739,8.21,0
25-02-21,186.51,188,178.05,178.52,3353608,-7.99,1
26-02-21,182.04,184.17,177.1248,182.55,2916083,0.51,0
01-03-21,186.52,187.9,183.32,187.3,4355404,0.78,0
02-03-21,189,189.76,182.06,182.27,2770941,-6.73,0
03-03-21,182.6,184.17,175.53,175.99,2418931,-6.61,0
04-03-21,173.59,176.6766,164.19,167.28,3754462,-6.31,1
05-03-21,174.2284,182.06,166.04,180.9,5076480,6.6716,0
08-03-21,178.82,183.58,170.15,171,3168847,-7.82,1
09-03-21,176.13,185.24,175,183.82,3687954,7.69,0
10-03-21,186.04,187.35,180.23,180.43,2240150,-5.61,1
11-03-21,186.69,189.4894,185.03,188.5,3206896,1.81,0
12-03-21,184.89,186.66,181.79,183.47,2077994,-1.42,0
15-03-21,196.8041,200,194.21,199.91,12106497,3.1059,1
16-03-21,201.1,206.21,200.64,202.78,6890131,1.68,1
17-03-21,199.5616,209.59,199,208.34,7321590,8.7784,0
18-03-21,204.15,208.25,197.69,198.59,8299011,-5.56,1
19-03-21,196.35,204.53,193.22,202.04,53102151,5.69,0
22-03-21,203.11,206.12,196.65,200.4,5876913,-2.71,0
23-03-21,200.11,200.23,189.79,191.62,4748174,-8.49,0
24-03-21,193.2534,194.51,187.25,187.28,2892968,-5.9734,1
25-03-21,182.66,192,182.28,191.31,3512554,8.65,1
26-03-21,190.79,199.43,189.07,199,3096230,8.21,0
29-03-21,196.91,197.66,191.88,194.14,2707334,-2.77,1
30-03-21,192.39,198.81,192.2701,197.77,2324541,5.38,1
31-03-21,200.02,203.2,198,201.34,2854055,1.32,1
01-04-21,205.2684,208.31,204.1406,208.08,2662814,2.8116,0
05-04-21,211.34,216.43,209.63,214.7,2663653,3.36,0
06-04-21,212.61,214.7,208.66,212.91,2177545,0.3,0
07-04-21,211.9,213.39,210.26,212.14,1522760,0.24,0
08-04-21,209,210.67,207.09,209.21,3177343,0.21,0
09-04-21,207.45,209.515,206.04,209.19,1878028,1.74,0
12-04-21,207.98,208.22,204.87,207.94,1686526,-0.04,0
13-04-21,207.32,207.79,200.72,202,3033617,-5.32,0
14-04-21,201.1968,203.33,198.59,199.89,2879118,-1.3068,1
15-04-21,202.76,202.76,198.53,201.77,1858183,-0.99,0
16-04-21,201.19,202.08,199.0109,199.38,2187730,-1.81,0
19-04-21,199.37,199.555,191.99,194.76,2686010,-4.61,0
20-04-21,193.86,196.59,192.355,193.86,3197858,0,1
21-04-21,194.16,201.345,192.46,201.13,2747806,6.97,0
22-04-21,201.24,202.07,195.88,196.25,2380142,-4.99,1
23-04-21,198.09,202.77,197.94,201.56,3211226,3.47,0
26-04-21,202.4,206.72,202.1,205.02,3238934,2.62,0
27-04-21,207.78,209.19,202.46,203.4,2790727,-4.38,0
28-04-21,203.89,203.89,198.35,198.65,2191533,-5.24,1
29-04-21,201.2,201.655,196.4,200.76,1982458,-0.44,0
30-04-21,197.27,198.33,191.05,192.51,3704579,-4.76,0
03-05-21,194.75,195.94,190.47,191.84,2245296,-2.91,0
04-05-21,188.5,191.75,185.2,191.09,4444270,2.59,0
05-05-21,192.02,192.73,188.47,190.41,4243267,-1.61,1
06-05-21,189.42,192.62,186.26,192.52,2785646,3.1,1
07-05-21,195,198.5,193.33,197.92,3321426,2.92,0
10-05-21,195.3,196.41,188.91,189.03,2850684,-6.27,1
11-05-21,183.42,192.825,182.59,192.54,3037617,9.12,0
12-05-21,187.79,189.99,181.72,182.78,3820518,-5.01,1
13-05-21,184.85,189.13,184.69,186.44,2586306,1.59,1
14-05-21,188.8,194.95,188.155,192.27,2953904,3.47,0
17-05-21,190.26,191.47,187.24,191.18,2244611,0.92,1
18-05-21,193.07,195.35,191.175,191.25,2288571,-1.82,1
19-05-21,187.16,195.81,186.12,194.94,2749191,7.78,1
20-05-21,195.59,200.62,195.59,199.67,2641454,4.08,1
21-05-21,201.13,202.32,199.18,199.84,2237229,-1.29,0
24-05-21,200.7404,205.7,200.7404,204.38,2078638,3.6396,1
25-05-21,206,206.635,204.13,204.76,1916588,-1.24,1
26-05-21,204.69,207.86,204.02,206.14,1983290,1.45,1
27-05-21,206.51,210.41,205,210.22,3503847,3.71,1
28-05-21,210.5,213.29,209.7,211.42,2239041,0.92,0
01-06-21,212.85,214.3,207.65,207.91,2264873,-4.94,0
02-06-21,207.12,208.56,205.49,207.85,1764834,0.73,0
03-06-21,205.59,205.77,200.63,200.75,3895075,-4.84,1
04-06-21,201.35,203.25,200.67,202,3485632,0.65,0
07-06-21,202,202,199.72,201.15,2587813,-0.85,0
08-06-21,203.08,203.08,197.5,198.25,3322628,-4.83,0
09-06-21,198.71,199.6,196.52,197.38,1939020,-1.33,1
10-06-21,198,202.66,197.7,201.05,2371541,3.05,1
11-06-21,201.01,202.4139,199.43,201.13,1811078,0.12,0
14-06-21,201.55,204.47,199.08,203.57,2099760,2.02,0
15-06-21,202.79,204.9645,201.86,202.99,2071361,0.2,0
16-06-21,204,204.44,197.41,200.26,2006368,-3.74,0
17-06-21,199.77,201.18,195.29,198.43,1781262,-1.34,0
18-06-21,195.62,197.02,192.71,193.1,4796644,-2.52,0
21-06-21,194.35,198.68,193.492,198.46,2312304,4.11,0
22-06-21,197.71,198.71,195.72,197.4,1645993,-0.31,1
23-06-21,196.0941,199.87,195.9363,199.15,1672159,3.0559,1
24-06-21,200.99,205.11,200.39,203.83,2570373,2.84,1
25-06-21,204.47,206.4,202.44,204.17,13139833,-0.3,0
28-06-21,205.85,206.77,203.46,206.18,1931315,0.33,1
29-06-21,205.68,207.95,204.91,207.7,1802303,2.02,0
30-06-21,207.58,207.67,203.63,205.72,2168235,-1.86,0
01-07-21,205.54,205.71,201.27,201.86,1551643,-3.68,1
02-07-21,203.19,203.94,200.94,202.73,1197251,-0.46,0
06-07-21,202.73,203.92,199.85,201.74,2135924,-0.99,0
07-07-21,203,203.47,197.785,198.35,2079248,-4.65,0
08-07-21,194.22,197.13,191.75,195.99,1930507,1.77,1
09-07-21,196.1,201.25,194.805,200.35,1384639,4.25,0
12-07-21,202.4,204.49,200.72,204.41,2090411,2.01,0
13-07-21,203.71,204.83,202.885,204,1708456,0.29,0
14-07-21,206.56,208.75,202.56,203.55,1612932,-3.01,0
15-07-21,197.25,199.565,192.81,194.41,3958025,-2.84,0
16-07-21,195.39,197.27,189.54,190.11,2342466,-5.28,0
19-07-21,187.56,189.37,184.92,188.62,2592730,1.06,1
20-07-21,189.09,195.02,187.84,193.31,1797142,4.22,1
21-07-21,193,198.68,193,198.62,1890946,5.62,0
22-07-21,196.84,196.84,192.25,194.31,1926367,-2.53,1
23-07-21,195.69,196.94,193.79,196.35,1933382,0.66,0
26-07-21,196,198.72,195.73,198.16,1535792,2.16,0
27-07-21,196.53,197,190.65,194.25,2024750,-2.28,1
28-07-21,195.16,200.1,195.16,198.58,1752904,3.42,1
29-07-21,201.765,204.825,201.02,204.27,1666411,2.505,1
30-07-21,202.34,206.67,202.02,206.39,1635734,4.05,0
02-08-21,210.195,215.89,208.56,208.98,3383940,-1.215,1
03-08-21,210.1,210.99,203.04,210.53,2082363,0.43,1
04-08-21,211.13,214.34,209.64,212.43,1818050,1.3,1
05-08-21,213.32,214.88,211.11,212.9,1778006,-0.42,1
06-08-21,211.69,214.32,211.69,213.75,1259830,2.06,0
09-08-21,215.12,218.16,212.92,217.11,2147325,1.99,1
10-08-21,216.71,218.03,214.19,217.26,1564729,0.55,1
11-08-21,217.67,218.84,214.01,218.42,1475465,0.75,0
12-08-21,216.45,217.23,213.38,214.53,2399837,-1.92,1
13-08-21,214.14,216.82,213.515,215.26,1421420,1.12,0
16-08-21,212.98,214.6,211.98,213.18,1543381,0.2,0
17-08-21,211.28,211.77,204.6,206.5,2280923,-4.78,0
18-08-21,206.5,208.07,203.6,203.82,1536738,-2.68,0
19-08-21,200.75,203.42,199.61,203.02,2372224,2.27,1
20-08-21,202.7,205.23,202.35,205,1325109,2.3,0
23-08-21,206.34,211.31,206.34,210.63,1739300,4.29,1
24-08-21,212.275,215.06,211.825,214.52,1688089,2.245,1
25-08-21,216,219.08,215.29,217.79,1909335,1.79,1
26-08-21,217.24,223.38,215.63,222.24,2331314,5,1
27-08-21,222.77,226.88,221.99,226.51,1746227,3.74,0
30-08-21,227.34,228.72,225.55,227.64,1150568,0.3,0
31-08-21,222.25,222.25,209.8,215.13,5156665,-7.12,0
01-09-21,215.445,215.86,211.45,211.5,2551875,-3.945,1
02-09-21,212.92,213.225,210.705,211.91,1856214,-1.01,1
03-09-21,213.09,215.38,212.3,212.99,1813864,-0.1,0
07-09-21,213.45,213.49,211.36,212.86,1822880,-0.59,0
08-09-21,211.94,212.74,207.25,208.12,1740924,-3.82,1
09-09-21,209.83,211.914,209,210.46,2448040,0.63,1
10-09-21,212.94,216.5,212,212.12,1835643,-0.82,0
13-09-21,214.43,216.26,211.68,214.77,1416557,0.34,0
14-09-21,216.11,216.3236,211.15,211.48,1405483,-4.63,1
15-09-21,212.67,212.7,209.9672,212.34,1414786,-0.33,1
16-09-21,211.0293,213.71,208.785,213.03,1502921,2.0007,0
17-09-21,211.63,212.19,207.91,209.33,4877768,-2.3,0
20-09-21,204.91,205,198.94,202.78,2959538,-2.13,1
21-09-21,204.66,207.77,203.01,206.06,1524286,1.4,1
22-09-21,207.8052,213.27,207.11,213.08,1734668,5.2748,1
23-09-21,214.15,218.08,213.01,216.35,1430769,2.2,1
24-09-21,215.01,218.02,214.03,216.67,1096875,1.66,0
27-09-21,214.2,218.14,212.72,216.69,1069800,2.49,0
28-09-21,212.65,214,205.95,206.19,2201949,-6.46,0
29-09-21,202.91,203.79,197.86,198.75,1976559,-4.16,0
30-09-21,200.57,201.49,195.71,195.87,2344655,-4.7,0
01-10-21,196.33,197.28,191,192.89,3381558,-3.44,0
04-10-21,193.71,193.94,187.91,188.95,2551739,-4.76,1
05-10-21,190.69,193.59,188.68,191.63,2246386,0.94,0
06-10-21,188.67,191.94,188.41,190.9,1847474,2.23,1
07-10-21,193.51,197.37,193.51,193.85,1514519,0.34,0
