Date,open,high,low,close,volume,C-O,BuySignal
06-01-23,155.85,160.17,153.89,159.63,2063253,3.78,0
09-01-23,162.29,164.45,160.04,160.97,1834371,-1.32,1
10-01-23,163.55,166.25,161.98,166.07,2219656,2.52,1
11-01-23,166.66,168.88,165.225,168.73,2019224,2.07,1
12-01-23,170.09,171.87,167.385,170.21,1704966,0.12,1
13-01-23,168.62,171.95,168.22,171.82,2006431,3.2,0
17-01-23,170.71,170.775,167.79,170.33,1991041,-0.38,1
18-01-23,172.42,175.3,170.54,170.68,1565766,-1.74,0
19-01-23,168.8,169.26,164.86,165,2163258,-3.8,1
20-01-23,166.55,168.675,164.26,168.5,2322322,1.95,0
23-01-23,169.23,175.75,168.51,173.03,3386371,3.8,1
24-01-23,170.95,174.2563,169.49,173.17,1627040,2.22,1
25-01-23,170.84,174.38,168.975,174.1,1328505,3.26,1
26-01-23,176.62,180.2,174.73,180.02,2996396,3.4,1
27-01-23,177.49,182.94,177.09,181.54,2078897,4.05,0
30-01-23,179.34,182.74,178.84,179.48,3948765,0.14,1
31-01-23,182.39,185.15,178.0001,184.31,4265189,1.92,1
01-02-23,184.07,196.3,183.805,193.94,4468428,9.87,1
02-02-23,195.47,197.71,192.83,196.16,2815928,0.69,0
03-02-23,192.19,195.45,190.76,190.95,2654712,-1.24,0
06-02-23,187.91,190.3,186.09,187.37,2060027,-0.54,1
07-02-23,188.24,194.55,188,193.24,2270233,5,0
08-02-23,191.16,192.1525,187.32,187.95,1935669,-3.21,1
09-02-23,191.19,194.06,189.02,189.85,2010608,-1.34,0
10-02-23,187.89,188.18,185.19,186.47,1459748,-1.42,0
13-02-23,186.98,189.245,185.46,188.38,1677751,1.4,1
14-02-23,186.81,190.45,185.45,189.79,1864652,2.98,1
15-02-23,188.17,193.55,188.17,193.29,1482392,5.12,0
16-02-23,190.4,193.81,190.4,191.23,2173510,0.83,0
17-02-23,190.71,191.72,186.61,188.46,2206496,-2.25,0
21-02-23,185.48,187.19,181.09,181.41,2073942,-4.07,0
22-02-23,180.9,181.99,176.73,177.69,2205976,-3.21,1
23-02-23,181.28,181.82,177.11,180.99,2013433,-0.29,0
24-02-23,177.76,178.06,175.37,176.86,1791531,-0.9,0
27-02-23,180.21,180.58,177.43,177.74,1165929,-2.47,1
28-02-23,177.56,180.72,176.545,178.48,1227698,0.92,1
01-03-23,179.27,180.63,177.55,178.87,900323,-0.4,1
02-03-23,176.18,181.23,174.17,180.63,1171488,4.45,1
03-03-23,181.38,183.18,178.785,182.96,1285904,1.58,0
06-03-23,184.01,184.665,178.87,179.94,1088676,-4.07,0
07-03-23,180.41,180.81,176.155,177.4,1330949,-3.01,1
08-03-23,178.38,182.65,178.38,182.51,2072401,4.13,0
09-03-23,182.91,185.31,178.67,179.83,1961599,-3.08,0
10-03-23,181.92,181.97,174.505,175.05,2263023,-6.87,0
13-03-23,173.02,177.82,171.38,174.93,2225238,1.91,1
14-03-23,177.28,179.26,175.59,178.82,2104757,1.54,0
15-03-23,176.34,177.17,171.55,174.6,2497535,-1.74,1
16-03-23,173.11,180.16,172.16,179.49,1886828,6.38,0
17-03-23,179.54,180.2,176.195,177.29,2933577,-2.25,0
20-03-23,177.56,181.14,176.57,180.55,1127833,2.99,0
21-03-23,182.24,183.82,178,180.46,1531813,-1.78,0
22-03-23,180.14,183.26,176.48,176.62,1858231,-3.52,1
23-03-23,178.64,184.495,178.09,182.04,2225322,3.4,0
24-03-23,181.45,181.8,174.7,176.55,2280888,-4.9,0
27-03-23,176.92,178.89,173.47,174.2,2162862,-2.72,0
28-03-23,173.93,173.93,169.9075,173.21,2318017,-0.72,1
29-03-23,176.9,179.71,174.61,179,2398661,2.1,1
30-03-23,181.4,184.14,180.59,181.62,2075885,0.22,1
31-03-23,180.71,186.82,180.36,186.475,2081239,5.765,0
03-04-23,185.53,186,180.34,181.98,1623854,-3.55,0
04-04-23,182.5,182.5128,175.715,176.12,1644420,-6.38,0
05-04-23,174.41,174.99,171.33,173.02,2191085,-1.39,0
06-04-23,172.1,172.77,169.98,170.1,1930707,-2,0
10-04-23,168.82,172.52,168.05,172.41,1746474,3.59,0
11-04-23,174.42,175,171.65,171.88,1589043,-2.54,0
12-04-23,173.31,174.325,169.78,170.22,1726789,-3.09,1
13-04-23,170.37,173.11,169.51,171.92,1648251,1.55,1
14-04-23,172.14,174.77,170.5,172.35,1492367,0.21,0
17-04-23,170.85,174.73,170.85,174.51,1215097,3.66,1
18-04-23,176.42,177.48,174.55,175.78,1369327,-0.64,0
19-04-23,173.52,174.58,172.45,172.79,1196078,-0.73,0
20-04-23,166.45,172.41,163.24,169.62,2490790,3.17,1
21-04-23,169,170.13,165.54,169.82,1827519,0.82,0
24-04-23,169.82,170.74,168.46,169.89,1066492,0.07,0
25-04-23,168.78,168.78,162.31,164.5,2611727,-4.28,1
26-04-23,165.04,167.04,163.46,165.35,1923763,0.31,0
27-04-23,160,161.86,155.31,161.19,4130673,1.19,1
28-04-23,161,163.82,159.525,163.74,2969641,2.74,0
01-05-23,164.23,166.45,163.73,166.01,4321949,1.78,1
02-05-23,173.34,176.88,168.76,171.51,5403173,-1.83,0
03-05-23,172.25,172.52,166.9421,167.56,2363365,-4.69,0
04-05-23,166.98,167.345,162.75,163.79,2363647,-3.19,1
05-05-23,164.74,167.44,162.3,166.82,2405284,2.08,0
08-05-23,166.93,168.345,165.47,168.05,1306531,1.12,0
09-05-23,165.4,165.83,163.27,165.09,1963040,-0.31,1
10-05-23,167.55,168.2041,164.73,165.2,1490352,-2.35,0
11-05-23,163.9,166.16,161.23,163.35,1471000,-0.55,1
12-05-23,164.33,165.25,162.38,164.55,1020622,0.22,0
15-05-23,164.55,168.17,164.04,167.93,1448256,3.38,0
16-05-23,167.21,168.64,165.78,165.89,1279079,-1.32,1
17-05-23,167.8,171.73,167.44,171.25,2081165,3.45,1
18-05-23,172.88,175.865,172.14,175.64,2910636,2.76,0
19-05-23,176.71,177,174.1194,174.96,1987957,-1.75,0
22-05-23,174.2,178.07,173.54,177.37,1485441,3.17,0
23-05-23,176.32,177.37,174.2423,175.06,1832889,-1.26,0
24-05-23,171.31,171.67,165.39,166.52,3235192,-4.79,1
25-05-23,165.01,171.88,163.26,171.34,2833329,6.33,1
26-05-23,173.96,182.58,173.36,181.18,3605823,7.22,0
30-05-23,185,186.58,180.44,182.07,2217362,-2.93,0
31-05-23,180.69,182.07,177.8865,179.1,5286119,-1.59,1
01-06-23,180.18,182.96,176.86,181,2388915,0.82,1
02-06-23,183.24,183.99,178.673,181.6,1547493,-1.64,0
05-06-23,181.83,181.99,175.31,176.56,1894656,-5.27,1
06-06-23,175.46,181.865,174.66,181.26,1688084,5.8,1
07-06-23,182.5,189.915,182.19,186.45,2225684,3.95,1
08-06-23,187.24,188.815,186.23,187.46,1622027,0.22,0
09-06-23,189.1,190.18,184.265,185,2013015,-4.1,0
12-06-23,187,189.715,185.12,189.35,2831538,2.35,1
13-06-23,190.2,197.805,190.01,196.44,3564400,6.24,0
14-06-23,195.94,199.55,194.1,195.69,3289576,-0.25,1
15-06-23,192.92,197.06,192.43,195.75,2454713,2.83,1
16-06-23,198.2,199.18,195.491,197.85,4520127,-0.35,0
20-06-23,195.31,197.905,193.27,195.4,2022098,0.09,0
21-06-23,194.24,195.82,192.74,193.28,2077165,-0.96,1
22-06-23,191.4,195.58,190.51,194.65,1473379,3.25,0
23-06-23,190.5,191.93,188.5,188.69,1886482,-1.81,0
26-06-23,189.99,195.26,189.53,192.2,1438650,2.21,1
27-06-23,192,200.5,190.76,200.32,2192475,8.32,0
28-06-23,196.9,199.82,196.4,197.56,1511619,0.66,1
29-06-23,197.54,200.485,195.125,199.76,1613341,2.22,1
30-06-23,202.9,205.98,200.95,204.68,2521509,1.78,0
03-07-23,205.54,208.63,203.6,207.13,1089166,1.59,0
05-07-23,205,206.69,202.6,203.67,2368434,-1.33,1
06-07-23,200.48,204.64,200.03,204.37,2721574,3.89,0
07-07-23,203.53,207.66,203.53,204.06,1847778,0.53,0
10-07-23,206.15,211.07,205.86,210.42,3146361,4.27,1
11-07-23,210.8,211.49,207.87,210.95,1588383,0.15,1
12-07-23,214.25,214.795,210.6,211.86,2568103,-2.39,1
13-07-23,212.52,216.83,212.39,216.52,2061310,4,0
14-07-23,215.7,216.68,211.36,212.54,1971232,-3.16,0
17-07-23,212.54,221.25,211.955,219.62,2475412,7.08,1
18-07-23,218.86,224.4,218.38,223.66,2130781,4.8,0
19-07-23,223.07,224.32,220.19,220.28,2207591,-2.79,0
20-07-23,216.78,218.605,210.4,211.95,3362010,-4.83,1
21-07-23,214.15,216.33,213.16,213.3,5324210,-0.85,0
24-07-23,212.97,214.56,210.12,210.88,5006577,-2.09,1
25-07-23,219,222.16,216.48,219.89,3839163,0.89,0
26-07-23,217.98,220.5696,215.7,218.48,2204171,0.5,1
27-07-23,223.23,225.57,219.12,221.79,3403462,-1.44,1
28-07-23,225.31,225.4422,220.63,223.31,1994430,-2,0
31-07-23,223.4,225.2,222.06,222.98,1495257,-0.42,1
01-08-23,221.41,224.32,221,223.48,1308968,2.07,0
02-08-23,220.08,220.35,215.94,216.4,3373040,-3.68,0
03-08-23,213.03,217.74,211.7801,215.95,2491787,2.92,0
04-08-23,210.39,215.64,209.415,213.7,2888608,3.31,0
07-08-23,216,218.92,214.01,218.73,1524237,2.73,0
08-08-23,215,217.5,213.26,216.89,1862403,1.89,0
09-08-23,217.38,218.68,214.13,214.37,2069373,-3.01,0
10-08-23,217.7,218.61,210.97,211.98,1750622,-5.72,0
11-08-23,209.22,209.22,202.91,204.2,2703852,-5.02,0
14-08-23,203.1,207.35,202.56,207.25,1757295,4.15,0
15-08-23,205.07,205.48,200.8542,201.74,1944014,-3.33,0
16-08-23,202.42,202.96,195.79,196.74,2400515,-5.68,0
17-08-23,197.81,198.25,193.61,194.53,1970158,-3.28,1
18-08-23,192.55,197.79,192.4,196.57,1989335,4.02,0
21-08-23,196.57,202.545,196.57,201.62,1946296,5.05,0
22-08-23,203.75,204.29,198.56,199.66,1428475,-4.09,1
23-08-23,193.5,202.28,193.5,201.1,2256825,7.6,0
24-08-23,203.27,203.29,193.23,193.82,2888125,-9.45,1
25-08-23,194.81,196.89,193.09,196.2,2358954,1.39,0
28-08-23,197.51,200.81,197.51,199.23,1456638,1.72,1
29-08-23,197.25,205.96,197.25,205.16,1683639,7.91,1
30-08-23,204.95,206.29,202.37,205.88,1962387,0.93,0
31-08-23,205.27,207.8,203.3949,205.72,3461044,0.45,1
01-09-23,207.42,210.16,205.32,209.96,1583547,2.54,0
05-09-23,208.87,210.57,207.33,207.57,1443607,-1.3,1
06-09-23,207.14,209.94,205.48,207.79,1582922,0.65,0
07-09-23,203.79,205.27,202.1101,204.01,1847186,0.22,0
08-09-23,204.01,205.5,201.91,203.05,1220364,-0.96,0
11-09-23,204.86,205.1,200.74,203.5,1101818,-1.36,0
12-09-23,200.83,204.21,199.32,199.5,1301745,-1.33,1
13-09-23,199.15,204.265,199.15,200.4,1897679,1.25,1
14-09-23,202.54,203.42,198.915,202.69,1293857,0.15,0
15-09-23,201.83,202.39,196.335,197.38,4382017,-4.45,0
18-09-23,196.86,199.79,196.52,199.29,1483846,2.43,0
19-09-23,198.71,199.58,196.37,199.14,1307834,0.43,0
20-09-23,200.39,201.445,194.74,194.96,1131838,-5.43,0
21-09-23,193.54,196.21,193.04,194,1711903,0.46,1
22-09-23,195.54,198.9646,194.51,196.79,1523179,1.25,0
25-09-23,195.57,198.27,194.7,198.12,1045406,2.55,0
26-09-23,197,197.53,194.055,194.99,1538595,-2.01,1
27-09-23,197.03,198.27,194.125,196.7,1156145,-0.33,1
28-09-23,197.09,202.745,196.12,200.53,1198237,3.44,0
29-09-23,202.77,203.4,198.755,199.92,1170721,-2.85,0
02-10-23,200.78,202.45,197.52,200.19,1227713,-0.59,0
03-10-23,197.9,201.4808,194.09,195.2,2468256,-2.7,1
04-10-23,195.77,198.85,194.58,198.19,1610184,2.42,0
05-10-23,198.39,199.1,192.85,195.45,1415829,-2.94,1
06-10-23,194.2,200.79,192.14,199.02,1837361,4.82,0
09-10-23,196.77,198.9,194.5,198.12,860095,1.35,1
10-10-23,198.86,204,198.215,201.75,1216716,2.89,1
11-10-23,201.84,204.9,201.6,203.46,1646196,1.62,0
12-10-23,204.34,206.14,200.5,202.36,2120807,-1.98,0
13-10-23,202.37,202.51,193.22,194.5,2439465,-7.87,0
16-10-23,195.77,200.25,195.01,199.78,1963847,4.01,0
17-10-23,197.32,200.24,194.46,197.72,1274914,0.4,0
18-10-23,194.5,195.6175,190.6,193.2,1908886,-1.3,0
19-10-23,193.81,194.05,187.1,187.93,3027852,-5.88,0
20-10-23,187.62,188.53,184.3961,185.76,2155052,-1.86,0
23-10-23,183.91,186.07,181.17,182.35,1700656,-1.56,1
24-10-23,182.92,184.43,180.88,183.61,2337504,0.69,0
25-10-23,180.72,181.4,175.21,175.94,2923590,-4.78,1
26-10-23,178.49,185.29,177.4,179.56,3048756,1.07,0
27-10-23,181.01,181.96,177.55,179.13,1448062,-1.88,0
30-10-23,172.4,173,167.2102,170.18,4475363,-2.22,1
31-10-23,170.79,172.86,167.9301,172.43,2588851,1.64,1
01-11-23,171.57,172.68,167.5,172.52,2889283,0.95,1
02-11-23,175,178.36,173.31,177.59,2472725,2.59,1
03-11-23,179.83,183.75,178.93,181.55,3689986,1.72,0
06-11-23,182.5,184.42,180.44,182.8,4400033,0.3,1
07-11-23,178.25,191.49,178.19,185.8,4285091,7.55,0
08-11-23,180.5,184.66,180.11,183.35,2521926,2.85,0
09-11-23,184.41,184.55,179.64,180.33,2662338,-4.08,1
10-11-23,183.26,187.84,180.73,186.67,3055946,3.41,0
13-11-23,185,185.375,181.96,184.84,1845381,-0.16,1
14-11-23,191.02,195.8,190.17,194.89,2876854,3.87,1
15-11-23,196.43,202.65,196.43,200.75,2807521,4.32,1
16-11-23,200.38,203.07,199.61,200.8,2333254,0.42,1
17-11-23,200.93,202.2,199,200.94,1659068,0.01,0
20-11-23,201,204.78,200.79,203.34,2086559,2.34,0
21-11-23,202,202.43,198.5,200.44,2313052,-1.56,0
22-11-23,201.88,204.98,199.27,199.58,1501089,-2.3,0
24-11-23,199.03,200.775,198.48,200.12,834982,1.09,0
27-11-23,199.05,201.025,198,199.66,1023244,0.61,1
28-11-23,200,201.88,198.36,200.03,1263660,0.03,1
29-11-23,203.74,207.8,202.25,204.33,2149190,0.59,0
30-11-23,205.18,205.52,201.76,204.08,2269543,-1.1,1
01-12-23,204,206.54,202.43,205.68,1363075,1.68,0
04-12-23,204.06,206.49,203.41,206.28,1638549,2.22,0
05-12-23,204.57,206.35,202.68,205.83,1937141,1.26,1
06-12-23,208.54,210.3399,205.38,205.92,2052015,-2.62,1
07-12-23,207.8,213.15,206.817,211.7,2487904,3.9,1
08-12-23,211.43,217.225,210.8,215.55,2609802,4.12,0
11-12-23,216.43,221.9,215.96,220.55,2936978,4.12,0
12-12-23,219.61,221.71,218.76,219.13,1847328,-0.48,1
13-12-23,219.31,223.06,217.53,221.33,2001640,2.02,1
14-12-23,223.81,233.245,223,232.68,3894400,8.87,1
15-12-23,235.17,238.27,232.8,232.93,3936705,-2.24,0
18-12-23,233.2,233.86,227.27,229.33,2531881,-3.87,1
19-12-23,230.41,231.28,228.615,229.38,1722081,-1.03,0
20-12-23,228.56,229.95,222.68,222.9,2483935,-5.66,1
21-12-23,226.97,229.869,226.52,229.25,1905565,2.28,0
22-12-23,230.9,232.15,227.77,228.95,1033647,-1.95,0
26-12-23,230,233.28,229.37,231.95,1159961,1.95,1
27-12-23,232.84,233.9,230.645,232.1,919115,-0.74,0
28-12-23,233.17,233.365,230.64,231.07,946434,-2.1,0
29-12-23,231.07,231.9599,227.73,229.68,1105152,-1.39,0
02-01-24,227.26,227.26,218.57,221.18,2668473,-6.08,0
03-01-24,217.58,218.25,214.08,216.08,1924012,-1.5,0
04-01-24,204.305,210.54,204.12,207.76,3880677,3.455,0
05-01-24,207.99,208.96,204.66,205.72,2165185,-2.27,0
08-01-24,207.3,213.03,207.255,212.17,1923573,4.87,0
09-01-24,208.13,213.07,207.72,211.71,2023270,3.58,0
10-01-24,211.86,212.51,207.18,211.29,1759449,-0.57,1
11-01-24,210.99,212.49,207.31,211.49,2138929,0.5,0
12-01-24,211.3,212.205,207.57,209.11,1247691,-2.19,0
16-01-24,210.69,211.72,206.31,208.99,1749728,-1.7,0
17-01-24,205.93,206,201.58,205.48,2146697,-0.45,1
18-01-24,210.71,212.675,208.96,211.61,3148691,0.9,1
19-01-24,213.34,219.45,212.46,218.36,2750105,5.02,0
22-01-24,219.63,223,217.3467,218.84,2445287,-0.79,1
23-01-24,220.35,224.87,219.45,223.93,2485113,3.58,0
24-01-24,222.73,224.87,219.6501,221.69,2470703,-1.04,0
25-01-24,222.99,223.89,217.83,219.41,2552668,-3.58,0
26-01-24,218.12,218.95,214.36,215.12,2424543,-3,0
29-01-24,216.93,217.57,213.29,217.47,1828064,0.54,0
30-01-24,215.55,217.25,214.23,215.17,1708229,-0.38,0
31-01-24,212.88,215.32,209.75,210.57,3150816,-2.31,1
01-02-24,211.69,214.04,209.44,213.01,1968641,1.32,1
02-02-24,210.16,215.56,209.86,214.99,2136288,4.83,0
05-02-24,218.36,223.42,218,221.02,4119437,2.66,1
06-02-24,220.98,225.42,218.84,223,3949333,2.02,0
07-02-24,225,225,218.61,221.37,2788986,-3.63,1
08-02-24,221.44,228.85,221.44,227.83,2815415,6.39,1
09-02-24,229.87,233.66,228.325,233.55,2621521,3.68,0
12-02-24,234,241.26,233.1,236.68,2787798,2.68,0
13-02-24,230.1,234.23,228.1,232.07,2723745,1.97,1
14-02-24,233.96,235.46,232.43,233.96,1824982,0,1
15-02-24,235.42,238.13,234.03,234.49,2078353,-0.93,0
16-02-24,234.5,236.69,231.3,232.16,1476242,-2.34,0
20-02-24,230,232.2,227.31,231.35,2140523,1.35,1
21-02-24,230.02,235.35,229.665,235.32,1641086,5.3,1
22-02-24,241.47,242.4,237.11,239.5,3173421,-1.97,0
23-02-24,240.82,241.325,237.5,238.85,1817815,-1.97,0
26-02-24,240.36,245,240.15,243.79,1595984,3.43,1
27-02-24,245.88,252.83,245,245.73,2438279,-0.15,0
28-02-24,243.11,245.865,242,243.98,1489157,0.87,1
29-02-24,247.94,250.3,245.66,249.73,3374693,1.79,1
01-03-24,251.88,259.08,250.29,257.51,2444768,5.63,0
04-03-24,259.49,259.49,253.73,254.3,2667655,-5.19,0
05-03-24,251.71,254.28,246.79,248.46,2319781,-3.25,1
06-03-24,252.07,255.355,250.335,251.25,2527872,-0.82,1
07-03-24,253.72,264.26,253.17,259.04,2942300,5.32,0
08-03-24,259.92,262.91,251.79,252.03,2481950,-7.89,0
11-03-24,250.63,254.31,249.72,253.29,2018442,2.66,1
12-03-24,256.19,257.99,251.73,257.46,2102569,1.27,0
13-03-24,253.69,254.35,250.155,250.98,2283410,-2.71,0
14-03-24,250.35,251.345,241.32,243.73,3517528,-6.62,0
15-03-24,234.49,239.31,233,237.54,5827326,3.05,0
18-03-24,240.17,241.99,236.31,236.62,2236909,-3.55,0
19-03-24,234.91,238.145,233.54,236.38,2172363,1.47,1
20-03-24,235.58,241.7399,234.55,241.27,2102466,5.69,1
21-03-24,246.65,249.975,244.56,246.11,2926572,-0.54,0
22-03-24,244.35,247.18,243.315,244.33,2236543,-0.02,0
25-03-24,240.9,242.52,238.61,240.34,1703458,-0.56,0
26-03-24,242.19,243.33,238.79,239.06,1443134,-3.13,1
27-03-24,242.25,246.14,240.48,245.44,1631219,3.19,1
28-03-24,245.89,248.31,245,247.77,1731419,1.88,0
01-04-24,248.38,251.87,244.84,246.28,1342643,-2.1,0
02-04-24,243.82,243.82,239.6,240.77,1532374,-3.05,1
03-04-24,239.09,244.31,238,243.88,1021089,4.79,0
04-04-24,247.23,248.09,237.97,239.17,2209817,-8.06,1
05-04-24,240.25,241.52,238.85,241.01,1574452,0.76,0
08-04-24,242.15,246.21,241.92,244.92,1182084,2.77,1
09-04-24,247.21,251.96,246.37,251.83,1703532,4.62,0
