,open,high,low,close,volume
2023-11-07,178.25,191.49,178.19,185.8,4285091
2023-11-08,180.5,184.66,180.11,183.35,2521926
2023-11-09,184.41,184.55,179.64,180.33,2662338
2023-11-10,183.26,187.84,180.73,186.67,3055946
2023-11-13,185.0,185.375,181.96,184.84,1845381
2023-11-14,191.02,195.8,190.17,194.89,2876854
2023-11-15,196.43,202.65,196.43,200.75,2807521
2023-11-16,200.38,203.07,199.61,200.8,2333254
2023-11-17,200.93,202.2,199.0,200.94,1659068
2023-11-20,201.0,204.78,200.79,203.34,2086559
2023-11-21,202.0,202.43,198.5,200.44,2313052
2023-11-22,201.88,204.98,199.27,199.58,1501089
2023-11-24,199.03,200.775,198.48,200.12,834982
2023-11-27,199.05,201.025,198.0,199.66,1023244
2023-11-28,200.0,201.88,198.36,200.03,1263660
2023-11-29,203.74,207.8,202.25,204.33,2149190
2023-11-30,205.18,205.52,201.76,204.08,2269543
2023-12-01,204.0,206.54,202.43,205.68,1363075
2023-12-04,204.06,206.49,203.41,206.28,1638549
2023-12-05,204.57,206.35,202.68,205.83,1937141
2023-12-06,208.54,210.3399,205.38,205.92,2052015
2023-12-07,207.8,213.15,206.817,211.7,2487904
2023-12-08,211.43,217.225,210.8,215.55,2609802
2023-12-11,216.43,221.9,215.96,220.55,2936978
2023-12-12,219.61,221.71,218.76,219.13,1847328
2023-12-13,219.31,223.06,217.53,221.33,2001640
2023-12-14,223.81,233.245,223.0,232.68,3894400
2023-12-15,235.17,238.27,232.8,232.93,3936705
2023-12-18,233.2,233.86,227.27,229.33,2531881
2023-12-19,230.41,231.28,228.615,229.38,1722081
2023-12-20,228.56,229.95,222.68,222.9,2483935
2023-12-21,226.97,229.869,226.52,229.25,1905565
2023-12-22,230.9,232.15,227.77,228.95,1033647
2023-12-26,230.0,233.28,229.37,231.95,1159961
2023-12-27,232.84,233.9,230.645,232.1,919115
2023-12-28,233.17,233.365,230.64,231.07,946434
2023-12-29,231.07,231.9599,227.73,229.68,1105152
2024-01-02,227.26,227.26,218.57,221.18,2668473
2024-01-03,217.58,218.25,214.08,216.08,1924012
2024-01-04,204.305,210.54,204.12,207.76,3880677
2024-01-05,207.99,208.96,204.66,205.72,2165185
2024-01-08,207.3,213.03,207.255,212.17,1923573
2024-01-09,208.13,213.07,207.72,211.71,2023270
2024-01-10,211.86,212.51,207.18,211.29,1759449
2024-01-11,210.99,212.49,207.31,211.49,2138929
2024-01-12,211.3,212.205,207.57,209.11,1247691
2024-01-16,210.69,211.72,206.31,208.99,1749728
2024-01-17,205.93,206.0,201.58,205.48,2146697
2024-01-18,210.71,212.675,208.96,211.61,3148691
2024-01-19,213.34,219.45,212.46,218.36,2750105
2024-01-22,219.63,223.0,217.3467,218.84,2445287
2024-01-23,220.35,224.87,219.45,223.93,2485113
2024-01-24,222.73,224.87,219.6501,221.69,2470703
2024-01-25,222.99,223.89,217.83,219.41,2552668
2024-01-26,218.12,218.95,214.36,215.12,2424543
2024-01-29,216.93,217.57,213.29,217.47,1828064
2024-01-30,215.55,217.25,214.23,215.17,1708229
2024-01-31,212.88,215.32,209.75,210.57,3150816
2024-02-01,211.69,214.04,209.44,213.01,1968641
2024-02-02,210.16,215.56,209.86,214.99,2136288
2024-02-05,218.36,223.42,218.0,221.02,4119437
2024-02-06,220.98,225.42,218.84,223.0,3949333
2024-02-07,225.0,225.0,218.61,221.37,2788986
2024-02-08,221.44,228.85,221.44,227.83,2815415
2024-02-09,229.87,233.66,228.325,233.55,2621521
2024-02-12,234.0,241.26,233.1,236.68,2787798
2024-02-13,230.1,234.23,228.1,232.07,2723745
2024-02-14,233.96,235.46,232.43,233.96,1824982
2024-02-15,235.42,238.13,234.03,234.49,2078353
2024-02-16,234.5,236.69,231.3,232.16,1476242
2024-02-20,230.0,232.2,227.31,231.35,2140523
2024-02-21,230.02,235.35,229.665,235.32,1641086
2024-02-22,241.47,242.4,237.11,239.5,3173421
2024-02-23,240.82,241.325,237.5,238.85,1817815
2024-02-26,240.36,245.0,240.15,243.79,1595984
2024-02-27,245.88,252.83,245.0,245.73,2438279
2024-02-28,243.11,245.865,242.0,243.98,1489157
2024-02-29,247.94,250.3,245.66,249.73,3374693
2024-03-01,251.88,259.08,250.29,257.51,2444768
2024-03-04,259.49,259.49,253.73,254.3,2667655
2024-03-05,251.71,254.28,246.79,248.46,2319781
2024-03-06,252.07,255.355,250.335,251.25,2527872
2024-03-07,253.72,264.26,253.17,259.04,2942300
2024-03-08,259.92,262.91,251.79,252.03,2481950
2024-03-11,250.63,254.31,249.72,253.29,2018442
2024-03-12,256.19,257.99,251.73,257.46,2102569
2024-03-13,253.69,254.35,250.155,250.98,2283410
2024-03-14,250.35,251.345,241.32,243.73,3517528
2024-03-15,234.49,239.31,233.0,237.54,5827326
2024-03-18,240.17,241.99,236.31,236.62,2236909
2024-03-19,234.91,238.145,233.54,236.38,2172363
2024-03-20,235.58,241.7399,234.55,241.27,2102466
2024-03-21,246.65,249.975,244.56,246.11,2926572
2024-03-22,244.35,247.18,243.315,244.33,2236543
2024-03-25,240.9,242.52,238.61,240.34,1703458
2024-03-26,242.19,243.33,238.79,239.06,1443134
2024-03-27,242.25,246.14,240.48,245.44,1631219
2024-03-28,245.89,248.31,245.0,247.77,1731419
2024-04-01,248.38,251.87,244.84,246.28,1342643
2024-04-02,243.82,243.82,239.6,240.77,1532374
2024-04-03,239.09,244.31,238.0,243.88,1021089
2024-04-04,247.23,248.09,237.97,239.17,2209817
2024-04-05,240.25,241.52,238.85,241.01,1574452
2024-04-08,242.15,246.21,241.92,244.92,1182084
2024-04-09,247.21,251.96,246.37,251.83,1703532
2024-04-10,246.73,248.51,240.2,241.08,2028324
2024-04-11,242.85,244.9,240.52,244.33,1736545
2024-04-12,239.62,240.89,232.755,233.61,2597791
2024-04-15,237.49,237.5,228.385,230.11,2304189
2024-04-16,231.62,232.545,227.98,230.68,1652709
2024-04-17,231.07,231.46,225.84,226.92,1971013
2024-04-18,222.0,223.38,217.35,219.35,3495081
2024-04-19,219.35,220.34,213.02,215.12,2760717
2024-04-22,218.67,220.2,214.33,218.66,2230361
2024-04-23,219.02,226.89,218.845,225.61,3024080
2024-04-24,235.46,237.69,232.32,235.04,3810687
2024-04-25,236.86,239.59,233.75,238.08,2052353
2024-04-26,236.95,244.29,236.39,242.7,2059388
2024-04-29,242.75,247.94,242.13,247.13,2976344
2024-04-30,257.72,261.15,250.51,256.19,4800102
2024-05-01,253.35,258.21,246.55,249.43,3538450
2024-05-02,253.44,255.39,245.195,254.26,2317172
2024-05-03,261.0,262.11,257.11,257.85,2513186
2024-05-06,259.26,260.49,256.665,259.63,2213775
2024-05-07,260.57,262.0,258.33,258.65,1605475
2024-05-08,255.58,260.29,255.58,260.21,1636505
2024-05-09,260.51,261.88,258.08,260.8,1777769
2024-05-10,262.5,264.0,260.18,261.73,1072539
2024-05-13,263.99,266.63,263.0,263.93,1395228
2024-05-14,264.7,268.4323,263.94,267.66,1618396
2024-05-15,270.16,272.29,267.75,272.0,2231483
2024-05-16,271.1,273.37,269.55,269.61,1550132
2024-05-17,269.72,270.18,265.7601,267.72,1344629
2024-05-20,267.99,274.525,267.5301,273.57,1271743
2024-05-21,269.26,275.49,268.17,274.42,1156026
2024-05-22,277.0,280.24,275.2401,278.83,2185496
2024-05-23,279.88,279.88,269.68,272.72,2327137
2024-05-24,278.33,280.77,275.55,277.17,1319923
2024-05-28,276.55,282.22,276.12,279.63,1503834
2024-05-29,274.44,277.185,273.4,273.83,1696332
2024-05-30,271.42,274.29,270.225,271.43,1785404
2024-05-31,271.835,273.9,264.22,272.1,3065120
2024-06-03,275.62,277.52,265.105,269.94,1273305
2024-06-04,267.47,271.24,265.64,266.3,1783789
2024-06-05,270.06,276.08,268.771,275.7,1692868
2024-06-06,274.63,275.1659,271.52,272.01,1438293
2024-06-07,272.79,277.0,270.8,271.89,1211311
2024-06-10,268.17,277.32,268.05,276.85,1353965
2024-06-11,276.79,278.36,271.87,277.93,1123035
2024-06-12,282.0,286.8699,279.59,282.99,1653643
2024-06-13,272.05,279.43,272.0,275.47,1382729
2024-06-14,270.0,272.41,266.27,268.85,1680348
2024-06-17,268.45,271.64,264.15,271.26,1702687
2024-06-18,270.78,273.22,269.36,271.4,1650101
2024-06-20,269.61,270.32,263.26,264.68,3003883
2024-06-21,266.43,271.715,264.84,271.03,4027521
2024-06-24,268.98,271.77,266.56,267.27,1680638
2024-06-25,270.31,271.35,266.68,269.92,1460697
2024-06-26,269.0,270.86,265.82,268.17,1693168
2024-06-27,268.21,269.7299,264.41,265.01,1489106
2024-06-28,267.44,273.835,265.88,269.09,2228047
2024-07-01,269.12,269.78,262.53,265.67,1724119
2024-07-02,265.67,272.235,265.505,272.04,1421450
2024-07-03,272.38,274.59,268.4,272.29,1084497
2024-07-05,275.49,275.5,269.795,273.54,1237696
2024-07-08,274.36,277.8,274.16,277.22,1006988
2024-07-09,277.25,278.135,273.18,274.91,1072913
2024-07-10,277.08,282.75,275.08,282.37,1233329
2024-07-11,283.51,284.99,274.46,274.58,2096053
2024-07-12,277.81,283.93,275.74,280.19,1558787
2024-07-15,281.87,286.09,280.0,282.77,1431390
2024-07-16,285.39,291.47,283.26,290.78,1356659
2024-07-17,284.555,296.08,275.97,276.29,4527233
2024-07-18,279.93,285.55,276.05,279.27,2209022
2024-07-19,279.02,279.89,268.096,269.29,2403162
2024-07-22,275.86,284.75,271.02,283.81,4005420
2024-07-23,260.79,269.63,255.15,262.3,6654257
2024-07-24,260.77,262.585,254.21,254.4,4060921
2024-07-25,250.36,255.46,245.42,247.51,4244335
2024-07-26,251.59,256.23,250.58,253.62,2111290
2024-07-29,257.25,262.235,254.31,255.81,2421539
2024-07-30,258.46,258.46,250.36,251.68,2477980
2024-07-31,258.84,264.54,255.19,263.16,3232341
2024-08-01,258.01,260.61,241.4,243.62,4006598
2024-08-02,236.15,238.9078,231.08,237.75,4567156
2024-08-05,232.03,241.98,229.015,235.41,3227591
2024-08-06,237.24,243.02,234.35,236.76,1854896
2024-08-07,243.53,244.52,228.3,229.29,2678128
2024-08-08,236.7,245.96,233.0,245.24,2776151
2024-08-09,242.38,243.91,239.06,242.02,1089276
2024-08-12,242.7,243.12,237.025,240.16,2299072
2024-08-13,241.46,248.61,241.1,248.01,2323540
2024-08-14,247.79,248.885,241.255,243.64,1786039
2024-08-15,250.62,254.76,247.36,253.25,2790226
2024-08-16,251.99,255.78,250.035,254.44,1524003
2024-08-19,252.57,258.42,250.645,258.24,1381441
2024-08-20,256.58,257.375,252.55,254.02,1516412
2024-08-21,256.61,259.74,251.01,254.31,2218687
2024-08-22,254.98,255.37,244.21,245.36,3142475
2024-08-23,251.18,254.27,248.43,252.63,2568464
2024-08-26,251.3,252.025,248.23,249.84,2042049
2024-08-27,247.4,254.54,246.045,252.73,1653476
2024-08-28,252.37,253.37,244.9,246.91,1439409
2024-08-29,249.32,254.25,247.48,248.78,1666545
2024-08-30,254.79,257.61,252.0,256.36,2696453
2024-09-03,251.24,252.24,234.93,236.14,3464128
2024-09-04,234.01,240.33,232.075,238.86,2245345
2024-09-05,236.17,239.83,234.67,236.7,1976784
2024-09-06,236.17,236.47,225.68,226.7,3035625
2024-09-09,230.1,231.07,226.73,230.6,2549490
2024-09-10,227.38,228.915,221.54,225.19,2911128
2024-09-11,224.36,231.33,220.1,230.87,3876759
2024-09-12,228.01,229.24,222.37,225.14,2532950
2024-09-13,228.11,231.88,227.04,229.93,3017664
2024-09-16,227.0,230.5,225.33,230.01,1866372
2024-09-17,232.35,234.68,229.51,232.57,1920660
2024-09-18,233.37,238.64,230.96,231.51,2161234
2024-09-19,238.64,242.49,235.85,238.72,3657010
2024-09-20,233.41,234.17,228.54,231.88,6787626
2024-09-23,232.95,234.0,230.9401,231.86,1470425
2024-09-24,234.6,239.17,230.67,233.75,1913947
2024-09-25,231.53,235.14,231.18,233.97,1621535
2024-09-26,242.625,244.12,234.945,242.24,2067698
2024-09-27,245.18,246.98,242.69,244.93,2444061
2024-09-30,237.39,240.2,236.22,240.01,2898566
2024-10-01,238.81,239.83,230.395,232.22,2440727
2024-10-02,232.6,238.49,230.83,235.36,1404519
2024-10-03,232.75,234.91,230.93,233.24,1748083
2024-10-04,239.56,239.71,231.51,234.24,1599654
2024-10-07,236.98,237.09,232.2,234.02,1806137
2024-10-08,234.02,236.18,232.39,234.96,1469579
2024-10-09,233.24,238.8675,233.0,238.31,1423811
2024-10-10,234.07,236.47,232.5,236.17,1191496
2024-10-11,233.57,240.75,233.35,238.1,1148222
2024-10-14,240.23,243.74,237.85,243.44,1965312
2024-10-15,242.64,244.57,230.14,232.85,3611885
2024-10-16,236.43,237.84,232.5,232.73,1368851
2024-10-17,238.44,238.88,232.1,232.28,2062228
2024-10-18,236.24,236.6691,232.44,233.45,1187652
2024-10-21,231.06,232.445,227.33,230.15,1585290
2024-10-22,229.42,232.49,227.6429,231.52,2173649
2024-10-23,236.23,239.885,233.02,236.32,2957278
2024-10-24,238.68,241.92,235.56,239.06,1593103
2024-10-25,240.62,246.075,240.08,243.16,2140509
2024-10-28,239.42,251.0999,238.13,249.7,2812039
2024-10-29,250.57,256.62,249.06,255.58,2134410
2024-10-30,249.47,253.42,245.0,245.32,2401855
2024-10-31,244.48,244.48,231.3,234.5,3540566
2024-11-01,234.5,240.17,234.095,238.59,2224189
2024-11-04,237.32,239.21,235.57,236.9,2935914
2024-11-05,220.5,224.84,216.93,224.65,5961084
2024-11-06,228.13,233.83,226.11,231.38,3597991
2024-11-07,237.76,238.85,231.88,236.12,3129520
2024-11-08,233.13,235.0,227.965,233.89,2743168
2024-11-11,230.98,231.415,223.71,227.04,2715076
2024-11-12,225.31,226.99,221.85,224.79,2528823
2024-11-13,221.57,225.44,221.44,222.96,3145030
2024-11-14,223.88,225.33,221.37,223.96,2250276
2024-11-15,221.83,223.96,216.59,217.04,2793131
2024-11-18,217.2,220.42,216.0371,220.19,2472978
2024-11-19,218.55,220.59,217.245,219.91,1503557
2024-11-20,217.2,220.47,216.0639,220.34,2143872
2024-11-21,222.11,226.29,219.7817,224.57,1769699
2024-11-22,227.0,227.03,223.705,226.38,1584139
2024-11-25,229.94,235.43,227.83,233.85,2784862
2024-11-26,237.36,238.76,226.75,228.66,2476629
2024-11-27,228.09,229.97,222.86,226.53,1520727
2024-11-29,227.86,232.17,226.72,229.37,1606570
2024-12-02,229.005,236.07,228.175,233.61,2796583
2024-12-03,230.71,232.79,228.09,228.36,2573008
2024-12-04,231.27,231.86,222.54,223.66,2352027
2024-12-05,222.47,223.03,216.41,216.99,2296966
2024-12-06,218.37,220.19,217.61,218.66,2302325
2024-12-09,217.95,225.99,217.2,223.61,2149857
2024-12-10,224.26,224.48,217.05,217.94,1715979
2024-12-11,220.1,221.92,217.76,219.84,2483005
2024-12-12,218.58,219.62,215.43,217.73,1770951
2024-12-13,216.12,218.31,215.05,216.84,2855800
2024-12-16,217.11,220.65,214.79,218.18,2884862
2024-12-17,220.34,223.18,217.61,219.02,3592557
2024-12-18,219.08,223.36,209.29,210.29,3610382
2024-12-19,212.06,213.4599,206.97,207.27,2734949
2024-12-20,205.64,213.47,204.72,210.24,6139389
2024-12-23,210.5,214.84,210.5,214.09,1737645
2024-12-24,214.92,215.41,212.31,215.4,790910
2024-12-26,213.0,217.38,213.0,215.04,885784
2024-12-27,213.33,214.95,211.67,213.76,1162105
2024-12-30,211.55,211.95,206.79,207.47,1817889
2024-12-31,208.74,209.49,206.335,207.85,1154488
2025-01-02,209.61,211.6,205.23,206.21,1424491
2025-01-03,207.3,210.14,205.0,208.86,2308155
2025-01-06,210.01,215.91,210.01,213.41,1972698
2025-01-07,213.88,218.9373,211.24,212.58,2312319
2025-01-08,212.14,213.32,207.34,209.72,2302573
2025-01-10,209.63,211.32,206.38,206.75,2511070
2025-01-13,203.12,207.21,202.25,206.83,1629748
2025-01-14,208.58,210.65,206.73,210.63,1513426
2025-01-15,215.26,216.6618,213.49,213.56,3143423
2025-01-16,215.25,215.42,209.78,210.76,1632367
2025-01-17,216.41,217.458,213.97,215.36,1921559
2025-01-21,215.0,216.7474,213.33,214.88,3237899
2025-01-22,215.185,219.635,214.01,216.09,2367936
2025-01-23,213.62,219.91,212.685,219.88,2250783
2025-01-24,216.45,217.455,211.57,213.43,2777273
2025-01-27,215.005,219.74,212.38,215.08,4526819
2025-01-28,214.0,215.71,208.3,213.43,2446618
2025-01-29,213.23,215.74,211.74,213.01,1739617
2025-01-30,211.64,212.76,206.81,211.39,3304073
2025-01-31,212.0,215.8499,208.31,208.55,3020149
2025-02-03,203.0,207.0835,198.21,204.73,4743077
2025-02-04,207.84,210.0,198.87,202.4,3676469
2025-02-05,201.76,214.13,201.58,213.24,4451082
2025-02-06,216.5,220.62,214.655,216.82,2929073
2025-02-07,215.47,217.86,211.27,212.93,2216694
2025-02-10,214.2,215.07,208.76,210.05,2412374
2025-02-11,208.32,213.64,207.6391,210.97,1273192
2025-02-12,216.4,221.49,212.63,219.79,3202696
2025-02-13,219.21,221.28,216.64,219.59,2761468
2025-02-14,220.8,226.44,219.26,224.14,3085481
2025-02-18,226.79,234.085,226.72,228.86,4327314
2025-02-19,230.52,246.7999,229.55,245.58,5345931
2025-02-20,255.0,255.45,244.08,245.86,4342795
2025-02-21,247.21,248.0,236.22,236.52,5304711
2025-02-24,236.795,238.63,232.87,233.15,3130029
2025-02-25,234.53,235.7,228.02,228.56,3033446
2025-02-26,229.52,230.7,225.38,229.38,2631135
2025-02-27,228.65,229.3,216.46,216.87,3573955
2025-02-28,218.33,221.15,213.63,215.59,4231960
2025-03-03,220.0,222.79,213.48,216.53,4651959
2025-03-04,216.51,218.11,210.72,211.16,4111512
2025-03-05,213.33,217.555,208.67,216.77,2621131
2025-03-06,212.79,219.45,210.67,214.47,3465287
2025-03-07,214.095,223.8,212.5001,222.56,4301488
2025-03-10,217.47,218.07,206.94,208.84,3637276
2025-03-11,209.1,209.76,199.875,205.8,3198173
2025-03-12,208.07,209.98,203.63,204.45,2288747
2025-03-13,204.07,208.0,200.06,201.02,1792710
2025-03-14,204.8,206.96,203.48,206.16,2771741
2025-03-17,204.86,212.1199,204.86,209.83,2207664
2025-03-18,207.45,208.99,205.27,207.1,1862492
2025-03-19,206.18,211.36,206.03,207.38,1640641
2025-03-20,204.06,205.66,201.53,202.64,1455356
2025-03-21,200.18,201.3768,196.95,200.64,3352068
2025-03-24,206.32,212.42,205.595,211.12,2743069
2025-03-25,213.91,216.63,210.75,211.33,1662393
2025-03-26,211.04,212.61,202.87,205.75,3637912
2025-03-27,203.29,203.87,198.72,200.06,2877559
2025-03-28,198.27,199.08,188.85,189.99,4261007
2025-03-31,187.3,191.11,183.56,190.06,4304221
2025-04-01,188.545,190.14,184.3,190.0,2270378
2025-04-02,186.4,196.59,186.4,193.67,2231689
2025-04-03,183.48,185.31,171.71,171.88,6169107
2025-04-04,164.87,167.375,155.87,160.81,6449413
2025-04-07,156.54,173.55,152.37,163.29,6564375
2025-04-08,164.58,169.0,148.09,153.5,5100355
2025-04-09,156.52,187.51,152.205,185.87,8787113
2025-04-10,176.12,177.86,159.53,165.59,6325856
2025-04-11,164.34,169.81,158.66,168.79,5169477
2025-04-14,172.45,173.34,166.76,170.545,2349732
2025-04-15,172.72,174.51,169.46,171.63,1924180
2025-04-16,165.25,170.45,163.16,168.59,4699837
2025-04-17,169.91,172.02,166.76,170.74,2106654
2025-04-21,166.6,171.95,166.6,171.5,2624879
2025-04-22,173.74,176.08,172.17,174.66,2876508
2025-04-23,181.46,185.3632,179.51,180.87,3917726
2025-04-24,187.21,194.43,184.7743,193.57,4247192
2025-04-25,189.39,194.59,188.41,193.55,2486056
2025-04-28,192.87,198.15,190.59,196.24,4337483
2025-04-29,181.515,185.535,177.19,182.62,6950778
2025-04-30,179.29,184.938,176.26,184.31,3210600
2025-05-01,186.11,186.82,181.51,181.84,3354873
2025-05-02,184.48,191.61,184.28,188.14,3434708
2025-05-05,186.02,186.8555,184.15,184.95,2324002
2025-05-06,182.25,184.635,180.6337,182.41,1579820
2025-05-07,183.635,187.815,182.42,186.87,2137553
2025-05-08,189.64,193.04,186.9,188.57,2412350
2025-05-09,191.28,194.05,189.4412,191.88,2683263
2025-05-12,204.88,208.93,204.32,207.03,4998163
2025-05-13,206.2,213.01,206.2,212.4,3910105
2025-05-14,212.58,213.42,209.07,211.33,2386944
2025-05-15,209.71,211.67,208.67,210.73,1999604
2025-05-16,210.95,212.99,209.12,212.56,2094117
2025-05-19,206.68,211.435,205.515,210.36,2108884
2025-05-20,207.68,210.95,207.68,210.08,1672113
2025-05-21,207.36,213.36,204.38,205.35,3018041
2025-05-22,209.695,211.0,196.26,196.51,5012589
2025-05-23,189.915,194.1,189.32,192.15,3674264
2025-05-27,195.3,200.45,193.78,198.9,3935348
2025-05-28,199.05,200.273,195.78,196.21,2240446
2025-05-29,200.0,200.32,194.6,195.89,1851499
2025-05-30,194.66,195.045,188.18,191.13,4292684
2025-06-02,190.36,193.66,189.8,192.81,1734298
2025-06-03,192.21,199.72,190.33,198.96,2866905
2025-06-04,202.26,211.085,201.28,210.02,3857209
2025-06-05,210.93,213.5,205.69,206.9,2362819
2025-06-06,210.6,211.0,207.39,207.68,1901196
2025-06-09,209.61,215.23,208.94,213.08,2727108
2025-06-10,214.44,220.73,213.5,218.72,2588887
2025-06-11,219.8,222.22,215.12,217.41,2222175
2025-06-12,217.305,220.015,216.205,217.4,1711302
2025-06-13,212.875,215.18,210.42,210.9,1840224
2025-06-16,213.94,218.01,213.2238,217.53,1739346
2025-06-17,213.045,217.27,212.58,212.83,2202423
2025-06-18,213.57,214.45,210.73,211.45,1939002
2025-06-20,213.42,215.365,207.71,209.0,4244826
2025-06-23,209.57,211.58,205.865,210.86,1847628
2025-06-24,215.0,220.68,214.1,218.51,2833336
2025-06-25,217.52,217.93,213.81,216.28,1781820
2025-06-26,217.9,219.36,216.58,218.3,2709907
2025-06-27,218.15,220.89,215.11,217.04,2060479
2025-06-30,219.71,219.71,216.65,218.49,2165374
2025-07-01,216.59,225.57,215.45,221.21,4451122
2025-07-02,224.1,232.2,223.86,231.15,2730755
2025-07-03,231.15,233.175,230.2472,232.1,1299390
2025-07-07,228.85,231.63,225.45,226.0,2165787
2025-07-08,228.76,234.32,227.13,232.34,2287990
2025-07-09,231.78,234.53,227.44,230.42,1819193
2025-07-10,233.065,236.46,230.43,233.19,1948182
2025-07-11,230.28,232.07,228.0,228.92,1870717
